id,customer_name,sentiment,csat_score,call_timestamp,day,reason,city,state,channel,response_time,call duration in minutes,call_center
SIO-22334540-O-271269-yT,Tera Botha,Neutral,,10/24/2020,24,Billing Question,New York City,New York,Call-Center,Within SLA,10,Denver/CO
MCV-46304845-Q-052420-Mr,Kirk Chelam,Very Negative,,10/4/2020,4,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,32,Baltimore/MD
YYY-34978837-z-335735-uD,Melesa Daddow,Very Negative,,10/15/2020,15,Billing Question,Oklahoma City,Oklahoma,Call-Center,Within SLA,27,Los Angeles/CA
MRD-27685257-s-640435-Zv,Aldous Mees,Neutral,,10/16/2020,16,Billing Question,Bellevue,Washington,Chatbot,Within SLA,25,Baltimore/MD
XHC-70588980-O-289606-hu,Ferdie Roggerone,Neutral,,10/22/2020,22,Payments,Toledo,Ohio,Call-Center,Within SLA,25,Chicago/IL
ATR-42477716-0-398409-5p,Judy Issitt,Very Positive,,10/17/2020,17,Payments,Greensboro,North Carolina,Call-Center,Within SLA,18,Chicago/IL
FKP-67747390-m-044584-zW,Bobbie Victory,Neutral,7,10/24/2020,24,Billing Question,Dayton,Ohio,Chatbot,Below SLA,25,Los Angeles/CA
DBZ-23522219-4-393165-pT,Theo Chantree,Positive,9,10/17/2020,17,Payments,Columbus,Ohio,Call-Center,Within SLA,16,Chicago/IL
SJH-30135151-M-447377-x7,Spike Dunge,Neutral,,10/21/2020,21,Billing Question,Saint Louis,Missouri,Email,Above SLA,19,Chicago/IL
UEH-10851886-S-501512-d3,Jacinda Satterley,Very Negative,,10/7/2020,7,Billing Question,Baton Rouge,Louisiana,Chatbot,Within SLA,41,Baltimore/MD
WKG-94506403-G-141441-q6,Ardisj Hoggin,Negative,,10/18/2020,18,Billing Question,Dallas,Texas,Chatbot,Within SLA,12,Los Angeles/CA
BWZ-61067392-R-828585-HH,Heriberto Jencken,Very Negative,,10/11/2020,11,Billing Question,San Diego,California,Web,Below SLA,34,Denver/CO
AJX-80811765-R-662170-05,Fiona Lates,Neutral,5,10/8/2020,8,Billing Question,Fort Worth,Texas,Web,Above SLA,10,Baltimore/MD
MSV-32319275-a-159384-4z,Gregorio Mc Corley,Neutral,,10/19/2020,19,Payments,Cleveland,Ohio,Call-Center,Within SLA,26,Baltimore/MD
YZC-45649399-Q-758662-Pb,L;urette Negal,Very Negative,,10/16/2020,16,Payments,Racine,Wisconsin,Call-Center,Within SLA,23,Baltimore/MD
JTM-73531261-S-788855-4p,Erin Ferreli,Negative,3,10/16/2020,16,Billing Question,Long Beach,California,Web,Above SLA,9,Chicago/IL
BJE-48594267-z-809518-8s,Adelheid Atcheson,Very Positive,10,10/24/2020,24,Payments,Hot Springs National Park,Arkansas,Call-Center,Within SLA,43,Baltimore/MD
DUY-22329524-D-530000-8u,Elisha Redington,Negative,,10/18/2020,18,Billing Question,Boca Raton,Florida,Chatbot,Within SLA,20,Los Angeles/CA
TJM-81829342-b-959072-4F,Oby Avrasin,Neutral,8,10/25/2020,25,Billing Question,Crawfordsville,Indiana,Call-Center,Within SLA,18,Baltimore/MD
CAG-79377408-x-064372-vD,Gray Bengal,Very Positive,,10/14/2020,14,Billing Question,Helena,Montana,Web,Above SLA,19,Baltimore/MD
RWT-33030895-6-138835-dQ,Goran Grishakov,Negative,5,10/20/2020,20,Service Outage,Chicago,Illinois,Email,Within SLA,30,Baltimore/MD
TOA-26120606-H-786312-HI,Quinlan Diggons,Neutral,,10/24/2020,24,Payments,Saint Paul,Minnesota,Call-Center,Within SLA,45,Los Angeles/CA
OUQ-01710469-C-324061-JC,Delores Sibborn,Negative,6,10/7/2020,7,Service Outage,Reno,Nevada,Chatbot,Below SLA,15,Los Angeles/CA
BWA-87539298-M-634678-pl,Gerhardt Ramet,Negative,6,10/4/2020,4,Billing Question,Fort Wayne,Indiana,Chatbot,Within SLA,25,Baltimore/MD
XCM-99544010-e-535527-hY,Mathias Rainbird,Very Positive,,10/28/2020,28,Service Outage,Baltimore,Maryland,Web,Within SLA,29,Los Angeles/CA
WJV-27585606-6-943291-iF,Delmer Scamal,Negative,6,10/9/2020,9,Billing Question,Schaumburg,Illinois,Email,Above SLA,28,Los Angeles/CA
FOC-16299781-I-737521-ee,Leena Bodemeaid,Very Negative,,10/13/2020,13,Billing Question,Springfield,Illinois,Call-Center,Within SLA,11,Baltimore/MD
OIC-02844432-1-109028-rn,Dorry Feander,Very Negative,3,10/10/2020,10,Billing Question,Sacramento,California,Chatbot,Within SLA,25,Los Angeles/CA
IPB-42551356-A-680497-PJ,Archer Roony,Neutral,,10/17/2020,17,Payments,Columbus,Ohio,Call-Center,Within SLA,16,Baltimore/MD
YCC-61680047-E-082001-eg,Juieta Rengger,Very Negative,,10/2/2020,2,Billing Question,Bakersfield,California,Web,Below SLA,38,Baltimore/MD
ETY-59260210-7-534732-ew,Freedman Acom,Negative,6,10/13/2020,13,Billing Question,Knoxville,Tennessee,Call-Center,Within SLA,31,Los Angeles/CA
SLR-48276704-9-800348-Ri,Alaster McEvon,Negative,,10/4/2020,4,Billing Question,Springfield,Illinois,Web,Below SLA,14,Los Angeles/CA
ZVS-00643574-2-217147-CH,Bertina Mushrow,Very Negative,,10/5/2020,5,Billing Question,Albuquerque,New Mexico,Email,Within SLA,7,Baltimore/MD
FVB-33721416-f-719024-g3,Dacie Janowicz,Very Negative,,10/14/2020,14,Billing Question,Panama City,Florida,Chatbot,Below SLA,18,Baltimore/MD
MLA-48061068-1-138367-Vy,Carleton Joney,Neutral,,10/22/2020,22,Billing Question,Amarillo,Texas,Web,Below SLA,32,Baltimore/MD
MHL-09685013-c-732200-nR,Ryun Loxley,Very Negative,,10/3/2020,3,Service Outage,Cleveland,Ohio,Chatbot,Within SLA,28,Baltimore/MD
FZW-81696191-n-435008-PX,Rena Doig,Neutral,,10/28/2020,28,Billing Question,Palm Bay,Florida,Chatbot,Within SLA,22,Los Angeles/CA
RMS-28655275-W-160435-JY,Welch Ickovicz,Very Negative,,10/17/2020,17,Billing Question,Waco,Texas,Email,Below SLA,13,Baltimore/MD
ECX-94912163-1-807104-RU,Marcy Angrock,Very Positive,,10/13/2020,13,Billing Question,Buffalo,New York,Email,Below SLA,28,Los Angeles/CA
XCM-84756895-I-098744-hq,Larina Facer,Negative,3,10/10/2020,10,Billing Question,Baton Rouge,Louisiana,Call-Center,Above SLA,17,Chicago/IL
TBD-52547420-o-240964-73,Terrence Brokenshire,Positive,7,10/2/2020,2,Billing Question,Tallahassee,Florida,Chatbot,Within SLA,35,Denver/CO
RKC-83327127-h-870749-ar,Leta Anglish,Positive,9,10/9/2020,9,Billing Question,Orlando,Florida,Web,Below SLA,37,Los Angeles/CA
GFV-13415021-z-316218-I9,Bartolemo Gettens,Very Negative,,10/21/2020,21,Billing Question,Oakland,California,Call-Center,Below SLA,30,Los Angeles/CA
JTT-58801520-Y-068625-tM,Kingsley Burne,Neutral,8,10/11/2020,11,Billing Question,Houston,Texas,Chatbot,Within SLA,30,Baltimore/MD
ADQ-01102459-C-100802-6n,Keelby Hoggins,Positive,7,10/27/2020,27,Billing Question,Charleston,South Carolina,Web,Within SLA,15,Chicago/IL
BXJ-32214848-u-518378-lQ,Francesco Turmel,Negative,,10/16/2020,16,Service Outage,Charlotte,North Carolina,Web,Within SLA,42,Los Angeles/CA
UDS-32657265-d-693242-Ev,Minna Barge,Very Negative,3,10/26/2020,26,Billing Question,Bronx,New York,Chatbot,Within SLA,37,Chicago/IL
BMT-36313151-3-736876-S8,Adrienne Corps,Very Negative,1,10/18/2020,18,Billing Question,Savannah,Georgia,Email,Within SLA,28,Los Angeles/CA
MBM-53678900-A-802343-OY,Madelyn Seavers,Negative,,10/18/2020,18,Billing Question,Albuquerque,New Mexico,Email,Above SLA,44,Los Angeles/CA
SVN-37647994-O-340573-ro,Jamal Schelle,Neutral,7,10/22/2020,22,Billing Question,El Paso,Texas,Call-Center,Above SLA,5,Los Angeles/CA
EGU-32317141-K-044761-kC,Demetris Holbarrow,Negative,,10/2/2020,2,Billing Question,Augusta,Georgia,Web,Within SLA,18,Chicago/IL
NQU-00744305-z-955667-Nj,Ashton Teodorski,Negative,,10/29/2020,29,Billing Question,Evansville,Indiana,Chatbot,Within SLA,16,Chicago/IL
OFX-83632001-g-821987-lD,Jerry Raulstone,Very Negative,,10/4/2020,4,Billing Question,Metairie,Louisiana,Email,Within SLA,27,Baltimore/MD
KOG-76862243-N-490804-0N,Willy Suttaby,Positive,,10/30/2020,30,Billing Question,Dallas,Texas,Email,Within SLA,22,Chicago/IL
DAS-51361376-a-779955-TC,Betteann Billingham,Positive,,10/28/2020,28,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,36,Chicago/IL
NFO-19045384-V-576549-10,Pepillo Kaspar,Neutral,,10/19/2020,19,Billing Question,Minneapolis,Minnesota,Call-Center,Below SLA,12,Denver/CO
HHN-90817070-1-589516-RD,Guglielma Somers,Neutral,,10/27/2020,27,Billing Question,Saginaw,Michigan,Call-Center,Within SLA,9,Baltimore/MD
RJE-01568039-A-067510-f1,Lanny Apted,Very Negative,,10/27/2020,27,Service Outage,New Brunswick,New Jersey,Web,Below SLA,30,Baltimore/MD
RJR-70144505-6-920211-QJ,Theodora Girton,Very Positive,,10/15/2020,15,Service Outage,Wichita Falls,Texas,Email,Within SLA,42,Baltimore/MD
FIC-03372449-j-571732-ZB,Annnora Geraldo,Positive,8,10/27/2020,27,Service Outage,San Angelo,Texas,Email,Within SLA,39,Los Angeles/CA
LYA-96478379-6-555742-LJ,Ally Fain,Negative,,10/4/2020,4,Billing Question,Chicago,Illinois,Email,Within SLA,9,Baltimore/MD
WNI-78182328-9-956628-13,Niccolo Blazewicz,Negative,,10/19/2020,19,Billing Question,Fort Worth,Texas,Chatbot,Within SLA,11,Los Angeles/CA
DZA-80895067-V-033339-Bv,Florinda Mateev,Neutral,5,10/19/2020,19,Billing Question,Reno,Nevada,Web,Below SLA,9,Los Angeles/CA
POP-91823414-E-073589-29,Powell Duggleby,Positive,,10/1/2020,1,Payments,Washington,District of Columbia,Call-Center,Above SLA,9,Los Angeles/CA
GHQ-03424722-5-364105-j1,Gleda Gillhespy,Very Negative,,10/24/2020,24,Billing Question,Akron,Ohio,Email,Within SLA,45,Los Angeles/CA
LFQ-55801969-U-182591-S7,Nara Scutter,Neutral,,10/23/2020,23,Billing Question,Nashville,Tennessee,Web,Below SLA,21,Los Angeles/CA
JBB-52263783-Y-975071-JT,Astrid Airds,Negative,,10/28/2020,28,Billing Question,Palmdale,California,Email,Below SLA,16,Baltimore/MD
TOK-31609504-j-545213-f0,Nelly Dundredge,Neutral,,10/2/2020,2,Billing Question,Levittown,Pennsylvania,Chatbot,Below SLA,30,Los Angeles/CA
VIO-68206367-v-899910-Nq,Zacharia Ascraft,Very Negative,,10/10/2020,10,Billing Question,Oakland,California,Call-Center,Below SLA,20,Baltimore/MD
VCO-01134602-8-764507-TL,Dalia Spittal,Very Negative,,10/19/2020,19,Billing Question,Pensacola,Florida,Email,Below SLA,44,Baltimore/MD
EPD-67549629-E-798696-jJ,Tamiko Beade,Positive,,10/12/2020,12,Billing Question,Fresno,California,Email,Within SLA,29,Chicago/IL
EJT-99474101-L-430872-Z2,Fifi Phippin,Neutral,5,10/12/2020,12,Billing Question,San Antonio,Texas,Call-Center,Above SLA,41,Baltimore/MD
SSB-43736135-P-415380-IB,Jessa Keaton,Negative,,10/25/2020,25,Billing Question,San Francisco,California,Chatbot,Within SLA,8,Los Angeles/CA
SKZ-73538707-F-665514-kw,Lucilia Ousley,Very Positive,10,10/17/2020,17,Billing Question,Naples,Florida,Email,Above SLA,28,Los Angeles/CA
KEV-02359765-t-787377-PR,Roselin Pauli,Very Positive,9,10/21/2020,21,Billing Question,Austin,Texas,Email,Within SLA,18,Baltimore/MD
DRW-43876453-B-446218-hA,Sibeal Fairholme,Neutral,,10/14/2020,14,Billing Question,San Jose,California,Call-Center,Within SLA,26,Baltimore/MD
QVJ-44918249-x-859661-Q0,Morgan Ribbens,Neutral,,10/13/2020,13,Billing Question,Pasadena,California,Call-Center,Within SLA,11,Chicago/IL
YFZ-94470176-x-234400-Q1,Lorine Cressar,Very Negative,2,10/20/2020,20,Billing Question,Cincinnati,Ohio,Chatbot,Within SLA,41,Baltimore/MD
NUM-63122882-1-958443-GE,Imogene Gonnin,Neutral,,10/29/2020,29,Billing Question,Austin,Texas,Web,Within SLA,42,Los Angeles/CA
FEU-25156529-M-448210-EQ,Corbett Dorcey,Very Negative,,10/12/2020,12,Billing Question,Idaho Falls,Idaho,Email,Above SLA,33,Los Angeles/CA
TZX-82088614-A-021842-kq,Johannah Pavlovsky,Very Negative,,10/2/2020,2,Billing Question,Warren,Ohio,Call-Center,Within SLA,12,Baltimore/MD
ZQO-39181676-j-494091-ep,Emogene Hanson,Positive,,10/22/2020,22,Service Outage,Chicago,Illinois,Chatbot,Within SLA,15,Chicago/IL
FCB-09603725-3-185794-wU,Devi Abbie,Neutral,5,10/16/2020,16,Billing Question,Bonita Springs,Florida,Web,Below SLA,39,Baltimore/MD
DEI-79209656-6-479438-J6,Claudetta Whitecross,Neutral,,10/10/2020,10,Billing Question,Anaheim,California,Chatbot,Within SLA,41,Chicago/IL
ZQT-60665510-H-286322-MI,Kyrstin O' Connell,Very Negative,3,10/4/2020,4,Payments,Sioux Falls,South Dakota,Call-Center,Below SLA,19,Los Angeles/CA
UCA-90004325-E-481936-7d,Aubrey Ferrari,Very Negative,,10/17/2020,17,Billing Question,Fort Smith,Arkansas,Email,Within SLA,29,Los Angeles/CA
EWP-66083234-8-763633-D8,Benedicta Castelyn,Neutral,8,10/1/2020,1,Billing Question,Chicago,Illinois,Chatbot,Below SLA,36,Los Angeles/CA
ICE-17566187-M-099670-00,Hobie Unstead,Very Positive,10,10/11/2020,11,Billing Question,Boulder,Colorado,Call-Center,Within SLA,15,Los Angeles/CA
EYL-17471613-k-505664-j9,Agnes Javes,Negative,,10/29/2020,29,Billing Question,Shreveport,Louisiana,Call-Center,Within SLA,19,Baltimore/MD
DEA-56759377-m-050436-6y,Lenette Rawstron,Very Negative,3,10/22/2020,22,Billing Question,San Diego,California,Call-Center,Below SLA,18,Baltimore/MD
FCU-75776552-4-060001-Kq,Taber Lankester,Negative,,10/16/2020,16,Billing Question,Punta Gorda,Florida,Web,Below SLA,36,Chicago/IL
RSM-71727933-q-906216-o3,Blondelle Constable,Very Negative,4,10/29/2020,29,Billing Question,Denver,Colorado,Email,Within SLA,28,Baltimore/MD
UNZ-98582162-U-441386-bn,Fairlie Throssell,Neutral,5,10/4/2020,4,Payments,Winston Salem,North Carolina,Call-Center,Within SLA,8,Baltimore/MD
KTT-71036735-Q-047902-xI,Fanni Harry,Very Negative,,10/12/2020,12,Billing Question,Boston,Massachusetts,Web,Within SLA,41,Baltimore/MD
MDH-37965694-Q-094188-b7,Ritchie Kermott,Negative,,10/18/2020,18,Payments,Memphis,Tennessee,Call-Center,Within SLA,36,Los Angeles/CA
PZX-03404924-4-340577-Wk,Meir Martello,Neutral,8,10/17/2020,17,Payments,West Palm Beach,Florida,Call-Center,Within SLA,20,Los Angeles/CA
VIB-10029095-i-536617-AV,Lanny Dumigan,Positive,9,10/25/2020,25,Billing Question,Tulsa,Oklahoma,Call-Center,Below SLA,7,Chicago/IL
GCV-54569252-c-852644-Hq,Elmer Bake,Positive,,10/11/2020,11,Billing Question,Sacramento,California,Email,Below SLA,10,Baltimore/MD
QCP-19047705-b-287298-SY,Sibby Caesar,Negative,,10/17/2020,17,Billing Question,Cincinnati,Ohio,Call-Center,Above SLA,10,Baltimore/MD
NMH-17549107-K-384425-fb,Ellerey Jenno,Neutral,,10/1/2020,1,Billing Question,Saint Louis,Missouri,Chatbot,Above SLA,17,Los Angeles/CA
FQM-31426298-f-170550-Ke,Basia Darrel,Negative,,10/21/2020,21,Service Outage,Roanoke,Virginia,Email,Within SLA,35,Los Angeles/CA
VDW-57830611-R-822454-3i,Ulysses Ringe,Neutral,8,10/16/2020,16,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,43,Los Angeles/CA
FHN-24167404-K-220146-ZP,Fayette Headley,Negative,6,10/28/2020,28,Billing Question,Irvine,California,Web,Within SLA,16,Denver/CO
FVN-91681882-T-490157-ox,Tobi Golbourn,Negative,,10/21/2020,21,Billing Question,Cleveland,Ohio,Web,Within SLA,36,Los Angeles/CA
RUG-29067764-c-584694-hS,Alyssa Brugden,Negative,,10/10/2020,10,Billing Question,Paterson,New Jersey,Call-Center,Within SLA,32,Los Angeles/CA
DVA-23456600-E-344664-bD,Byrom Quinell,Negative,,10/17/2020,17,Payments,New Haven,Connecticut,Call-Center,Within SLA,21,Los Angeles/CA
XKP-31385992-9-081360-jU,Jere Piggen,Neutral,,10/10/2020,10,Billing Question,Newark,New Jersey,Call-Center,Within SLA,22,Denver/CO
NSM-81293632-0-376400-1P,Gerrilee Delgadillo,Neutral,5,10/15/2020,15,Billing Question,Dayton,Ohio,Call-Center,Below SLA,7,Baltimore/MD
TSU-97533172-M-777968-6X,Dede Garrie,Neutral,7,10/18/2020,18,Billing Question,San Jose,California,Chatbot,Within SLA,34,Baltimore/MD
BEL-32156251-Y-199742-06,Quintus Donohoe,Neutral,,10/30/2020,30,Service Outage,Fort Wayne,Indiana,Email,Within SLA,40,Baltimore/MD
KUX-50022954-z-427364-tH,Sandy Forseith,Neutral,6,10/20/2020,20,Service Outage,Philadelphia,Pennsylvania,Email,Below SLA,32,Baltimore/MD
PFB-60305025-s-231391-IP,Martyn Fahrenbach,Negative,,10/25/2020,25,Payments,Detroit,Michigan,Call-Center,Below SLA,19,Los Angeles/CA
WJU-56367899-S-248500-jC,Rosene Grigorini,Negative,,10/12/2020,12,Billing Question,Kissimmee,Florida,Email,Below SLA,38,Denver/CO
NTW-22575826-f-275125-Uv,Shayna Heustace,Negative,4,10/16/2020,16,Service Outage,San Francisco,California,Chatbot,Above SLA,36,Baltimore/MD
MGG-04943730-M-884290-fb,Blair Dimmne,Neutral,8,10/1/2020,1,Payments,Bryan,Texas,Call-Center,Within SLA,41,Los Angeles/CA
HQG-50863578-g-058683-l7,Nanete Jervois,Very Positive,,10/11/2020,11,Billing Question,Yakima,Washington,Chatbot,Within SLA,14,Baltimore/MD
DID-38218396-6-567800-Oi,Baillie Matijevic,Very Negative,2,10/28/2020,28,Billing Question,Hollywood,Florida,Call-Center,Within SLA,9,Los Angeles/CA
BJG-88931307-9-040058-zk,Codi Chipman,Neutral,,10/30/2020,30,Billing Question,Baltimore,Maryland,Web,Within SLA,42,Los Angeles/CA
SOQ-36004238-y-405950-Ji,Tomi Kilford,Neutral,,10/8/2020,8,Billing Question,Huntington,West Virginia,Email,Within SLA,21,Denver/CO
HZI-05081776-T-468335-FA,Rozina Mackiewicz,Negative,5,10/2/2020,2,Billing Question,South Bend,Indiana,Email,Within SLA,17,Baltimore/MD
HER-96661046-n-676673-kr,Suzie Booth,Very Positive,,10/5/2020,5,Billing Question,Birmingham,Alabama,Web,Within SLA,37,Baltimore/MD
IGV-57523068-S-834246-BK,Hurlee Tregale,Negative,,10/26/2020,26,Billing Question,Miami,Florida,Call-Center,Within SLA,22,Baltimore/MD
BIB-13718583-j-532785-SI,Simone Dorling,Positive,,10/20/2020,20,Billing Question,Brea,California,Web,Within SLA,9,Los Angeles/CA
PAM-20610726-f-227200-9N,Laughton Cardello,Neutral,,10/23/2020,23,Billing Question,Columbia,South Carolina,Web,Within SLA,24,Los Angeles/CA
NRW-06804926-V-563519-6E,Beryle Keep,Negative,,10/27/2020,27,Billing Question,El Paso,Texas,Chatbot,Within SLA,42,Los Angeles/CA
YUV-26239028-y-216046-IA,Gare Mottley,Very Negative,,10/21/2020,21,Billing Question,Seattle,Washington,Email,Below SLA,10,Los Angeles/CA
YKD-84904659-P-674053-f8,Fredrika MacKimmie,Very Negative,2,10/15/2020,15,Billing Question,Chicago,Illinois,Web,Within SLA,25,Denver/CO
SPX-03282755-u-109387-cY,Vaughn Caig,Negative,,10/2/2020,2,Payments,San Antonio,Texas,Call-Center,Within SLA,17,Baltimore/MD
YPU-09931799-h-923997-qY,Nell Leyborne,Very Positive,10,10/26/2020,26,Payments,El Paso,Texas,Call-Center,Within SLA,42,Baltimore/MD
YMS-29453210-n-340305-pA,Beverly Waren,Negative,,10/5/2020,5,Billing Question,Syracuse,New York,Web,Below SLA,45,Los Angeles/CA
UGS-31319075-O-337789-MY,Christin Izzat,Very Negative,,10/24/2020,24,Billing Question,Chicago,Illinois,Email,Above SLA,40,Chicago/IL
KLI-15803832-H-624027-eV,Norina Laing,Very Negative,2,10/9/2020,9,Billing Question,San Antonio,Texas,Email,Within SLA,17,Los Angeles/CA
OTT-25766069-4-508033-qw,Gibb Aitchinson,Very Positive,10,10/3/2020,3,Payments,Baltimore,Maryland,Call-Center,Within SLA,35,Chicago/IL
WEN-16648018-O-028130-2f,Jordan Iacomelli,Neutral,7,10/28/2020,28,Billing Question,San Bernardino,California,Email,Within SLA,15,Chicago/IL
LOD-33972310-2-108041-iS,Aundrea Shevlin,Negative,6,10/2/2020,2,Billing Question,Sacramento,California,Chatbot,Below SLA,29,Los Angeles/CA
HLK-19415770-9-717360-Wu,Coriss Errington,Negative,,10/2/2020,2,Billing Question,Oklahoma City,Oklahoma,Chatbot,Within SLA,12,Los Angeles/CA
CVI-19813411-5-094170-jD,Cal Cowely,Very Positive,,10/22/2020,22,Billing Question,Fort Worth,Texas,Web,Within SLA,15,Baltimore/MD
UDP-83029408-0-395390-Qb,Emmaline Hallock,Neutral,6,10/8/2020,8,Service Outage,Philadelphia,Pennsylvania,Web,Below SLA,28,Los Angeles/CA
HBX-04182659-n-164164-br,Kore Martel,Negative,6,10/2/2020,2,Payments,Huntington,West Virginia,Call-Center,Within SLA,33,Chicago/IL
LHK-42568106-R-295281-xT,Christiane Geale,Positive,,10/22/2020,22,Billing Question,Kansas City,Missouri,Email,Within SLA,41,Los Angeles/CA
PPQ-13214408-y-455158-TT,Hillier McNirlan,Negative,,10/8/2020,8,Payments,Denver,Colorado,Call-Center,Within SLA,22,Baltimore/MD
UAP-62474477-I-315103-MA,Valaree Flury,Very Negative,,10/14/2020,14,Billing Question,Miami,Florida,Web,Below SLA,8,Los Angeles/CA
AIP-40317993-f-409477-sB,Benjamen Bottrell,Neutral,8,10/16/2020,16,Payments,Jamaica,New York,Call-Center,Below SLA,26,Los Angeles/CA
MFU-28960140-s-692970-hs,Pammy Praill,Neutral,6,10/15/2020,15,Payments,Flushing,New York,Call-Center,Below SLA,35,Los Angeles/CA
KLA-81061360-1-661676-LP,Darlene Coate,Very Positive,,10/3/2020,3,Billing Question,Newark,New Jersey,Email,Below SLA,30,Baltimore/MD
TZM-55113869-D-420658-Tj,Aliza Gritten,Positive,,10/14/2020,14,Billing Question,Houston,Texas,Web,Above SLA,14,Los Angeles/CA
KAS-29438788-v-583192-Ro,Bennie Ions,Very Negative,,10/4/2020,4,Billing Question,Lansing,Michigan,Email,Below SLA,31,Los Angeles/CA
ZWF-93277283-j-552673-yi,Bank Ghirigori,Very Positive,,10/13/2020,13,Billing Question,Killeen,Texas,Web,Within SLA,22,Baltimore/MD
LIM-09875084-E-736474-DW,Wolfgang Pimlock,Neutral,,10/16/2020,16,Payments,Roanoke,Virginia,Call-Center,Below SLA,7,Denver/CO
LBV-93456686-i-604486-Yu,Dee dee Rosenbloom,Negative,,10/10/2020,10,Billing Question,Fullerton,California,Email,Within SLA,13,Baltimore/MD
ZCR-70329062-s-909796-Vr,Artus Mathivat,Negative,,10/3/2020,3,Billing Question,Cumming,Georgia,Email,Within SLA,34,Denver/CO
MAN-00098034-Z-532935-7C,Terrill Goligly,Very Positive,10,10/15/2020,15,Billing Question,Jacksonville,Florida,Email,Within SLA,27,Los Angeles/CA
AOM-64340422-5-444796-5z,Erika Hounsom,Negative,,10/29/2020,29,Billing Question,Colorado Springs,Colorado,Chatbot,Within SLA,29,Chicago/IL
BPF-43926939-H-059299-KG,Micaela Songest,Negative,,10/28/2020,28,Billing Question,Jacksonville,Florida,Web,Below SLA,18,Chicago/IL
VAI-41566337-e-304721-GV,Sue Coat,Very Negative,,10/21/2020,21,Service Outage,Racine,Wisconsin,Email,Below SLA,6,Los Angeles/CA
GYY-95672165-j-898222-gd,Maurine Seal,Very Negative,,10/25/2020,25,Billing Question,Lawrenceville,Georgia,Web,Within SLA,44,Los Angeles/CA
VNC-65643826-i-074683-Yb,Loretta Bartlomieczak,Negative,6,10/16/2020,16,Service Outage,El Paso,Texas,Chatbot,Within SLA,18,Los Angeles/CA
KFH-20096287-l-328016-bS,Laurella Poulden,Very Positive,9,10/30/2020,30,Service Outage,Baltimore,Maryland,Email,Within SLA,9,Chicago/IL
MCI-96874228-y-009910-Bf,Lewiss Gladwell,Neutral,,10/6/2020,6,Billing Question,Billings,Montana,Call-Center,Below SLA,21,Baltimore/MD
DGK-02561121-i-650172-0S,Giulietta Keyho,Neutral,7,10/5/2020,5,Payments,Washington,District of Columbia,Call-Center,Within SLA,15,Chicago/IL
BQO-80963705-g-059515-6E,Kalle Glendzer,Very Positive,,10/4/2020,4,Billing Question,North Las Vegas,Nevada,Email,Within SLA,19,Baltimore/MD
ZCH-37823838-T-831692-K7,Dew Carswell,Positive,,10/14/2020,14,Billing Question,Dayton,Ohio,Web,Within SLA,45,Baltimore/MD
ZKA-82259271-u-296264-7H,Tremain Franzewitch,Very Negative,,10/1/2020,1,Billing Question,Louisville,Kentucky,Call-Center,Within SLA,21,Baltimore/MD
VFJ-50650760-r-163525-sy,Selig Saunton,Very Negative,,10/11/2020,11,Billing Question,Louisville,Kentucky,Email,Within SLA,30,Baltimore/MD
VUZ-50395577-H-604464-lm,Myranda Vasilyev,Neutral,,10/14/2020,14,Billing Question,North Port,Florida,Chatbot,Above SLA,29,Los Angeles/CA
QAV-13971717-q-440671-Oy,Gage Goldup,Neutral,,10/9/2020,9,Billing Question,Oakland,California,Email,Below SLA,13,Baltimore/MD
XWS-11701547-L-747502-uh,Perrine Detloff,Negative,,10/8/2020,8,Billing Question,Escondido,California,Chatbot,Above SLA,15,Baltimore/MD
NUL-55284812-V-045014-0s,Delphinia Jarred,Very Positive,,10/6/2020,6,Billing Question,Los Angeles,California,Web,Within SLA,43,Baltimore/MD
CRO-70664041-n-923320-g8,Sheena Bewsey,Positive,,10/20/2020,20,Payments,Glendale,Arizona,Call-Center,Above SLA,36,Denver/CO
TJA-04352070-q-101613-8w,Kendall Barwood,Negative,4,10/15/2020,15,Billing Question,Mobile,Alabama,Email,Below SLA,39,Baltimore/MD
WFT-87290883-v-613838-Pc,Lissi Wogden,Neutral,,10/20/2020,20,Billing Question,Morgantown,West Virginia,Call-Center,Within SLA,30,Los Angeles/CA
QPV-83133168-y-193011-ZT,Arabele Tressler,Very Negative,,10/9/2020,9,Billing Question,Grand Rapids,Michigan,Web,Within SLA,18,Los Angeles/CA
YUQ-95961651-G-631858-jq,Bond Wasteney,Negative,,10/2/2020,2,Billing Question,Charlotte,North Carolina,Chatbot,Below SLA,28,Chicago/IL
YKA-93681170-o-273395-sG,Shep Geater,Negative,,10/25/2020,25,Service Outage,Pensacola,Florida,Email,Within SLA,43,Los Angeles/CA
FYA-02176317-a-486269-2a,Ebba Giffard,Very Positive,10,10/5/2020,5,Payments,Cleveland,Ohio,Call-Center,Within SLA,28,Chicago/IL
REE-05921301-G-716132-F7,Giulio Danilyak,Negative,6,10/24/2020,24,Service Outage,Charleston,West Virginia,Chatbot,Below SLA,7,Chicago/IL
ATT-14877025-F-430863-YP,Noll Gundrey,Neutral,8,10/27/2020,27,Billing Question,Tampa,Florida,Email,Within SLA,22,Chicago/IL
